Datum export;20210908 07:17;;;StationsCode;NL10107;NL10131;NL10133;NL10136;NL10138;NL10230;NL10235;NL10236;NL10237;NL10240;NL10241;NL10246;NL10247;NL10301;NL10318;NL10404;NL10418;NL10437;NL10442;NL10444;NL10445;NL10446;NL10449;NL10538;NL10550;NL10617;NL10633;NL10636;NL10639;NL10641;NL10643;NL10644;NL10722;NL10738;NL10741;NL10742;NL10807;NL10818;NL10918;NL10929;NL10934;NL10937;NL10938
NO2;uur;�g/m�;20210807 01:00;20210807 02:00;3.62;6.15;4.27;5.43;3.62;7.77;13.05;5.96;7.02;10.76;;8.37;5.29;4.73;3.84;9.2;12.17;5.33;16.18;7.25;10.56;6.03;9.1;6.1;7.29;4.25;5.65;9.55;9.11;11.32;6.8;9.92;7.16;4.84;8.28;7.56;5.78;4.73;4.12;4.36;3.25;6.47;4.9
NO2;uur;�g/m�;20210807 02:00;20210807 03:00;5.08;5.9;2.66;4.86;4.22;7.42;18.74;4.09;5.61;9.04;7.4;9.26;3.52;5.1;3.57;9.59;10.31;7.66;13.43;5.66;11.34;6.76;9.8;7.72;6.5;5;6.68;11.5;11.04;10.17;8.24;11.46;6.08;5.45;8.78;6.73;5.47;4.42;3.94;4.66;3.68;6.83;5.59
NO2;uur;�g/m�;20210807 03:00;20210807 04:00;4.66;5.09;3.38;4.38;3.63;5.36;20.32;3.68;5.74;8.76;7.71;9.15;2.88;5.22;3.55;10.68;9.39;6.75;6.94;6.27;12.32;9.06;18;8.51;7.75;5.52;7.81;11.47;10.84;11.79;9.27;10.74;6.1;6.23;7.63;6.5;5.36;4;4.18;4.66;4.1;6.31;4.97
NO2;uur;�g/m�;20210807 04:00;20210807 05:00;5.6;4.57;3.39;4.66;2.9;3.81;13.99;3.62;5.54;9.66;5.8;9.34;3.35;5.9;5.8;12.75;10.81;6.79;7.76;6.81;10.96;15.2;19.35;9.25;8.58;6.63;9.89;9.92;10.07;15.91;7.61;9.52;5.76;6.42;6.47;5.59;5.88;5.3;4.23;4.76;3.42;5.25;3.72
NO2;uur;�g/m�;20210807 05:00;20210807 06:00;6.52;6.14;3.74;7.45;3.16;5.79;12.64;5.63;6.83;11.14;4.95;7.88;6.01;10.47;6.98;14.24;11.13;8.27;7.3;10.57;13.92;16.28;15.6;17.51;10.82;5.76;10.89;12.46;12.63;12.78;8.99;10.28;5.74;6.44;7.61;5.05;6.03;5.64;4.27;4.33;3.43;6.03;4.49
NO2;uur;�g/m�;20210807 06:00;20210807 07:00;6.78;5.59;3.13;8.76;3.19;7.02;14.12;7.8;8.04;15.44;4.79;5.49;6.6;10.42;3.83;15.51;12.85;8.96;5.33;10.09;15.02;14.85;13.83;12.51;11.15;5.6;8.54;13.72;15.55;8.52;9.96;7.52;5.05;6.43;7.73;6.05;5.44;5.07;5.03;3.81;3.99;7.23;4.34
NO2;uur;�g/m�;20210807 07:00;20210807 08:00;4.35;7.65;3.58;8.55;4.04;5.77;11.66;6.62;7.34;15.22;7.15;7.63;4.96;8.32;7.53;15.98;11.96;8.13;5.59;9.78;15.74;12.06;9.94;10.11;10.73;3.74;5.95;13.24;12.67;8.81;8.01;5.6;5.15;5.42;6.86;6.05;3.28;4.62;3.97;3.9;3.81;7.97;4.58
NO2;uur;�g/m�;20210807 08:00;20210807 09:00;4.04;5.87;3.82;9.06;3.73;4.28;10.29;5.57;6.62;15.09;5.55;3.58;4.63;9.52;6.77;14.61;11.7;8.68;6.4;9.82;12.96;12.16;9.61;6.89;10.33;3.07;6.24;12.2;12.1;11.07;6.6;6.38;4.61;3.81;5.35;4.93;2.59;3.01;3.65;2.66;3.4;9.21;3.69
NO2;uur;�g/m�;20210807 09:00;20210807 10:00;3.99;5.36;2.57;8.62;3.64;3.39;12.78;5.29;6.86;10.3;4.84;3.24;3.82;10.1;3.39;12.19;11.11;5.39;4.24;7.55;10.91;12.86;12.59;6.39;7.45;2.61;4.83;11.85;11.39;15.16;5.48;6.87;3.21;4.81;5.54;4.29;1.4;1.93;3.1;1.97;2.69;8.83;2.78
NO2;uur;�g/m�;20210807 10:00;20210807 11:00;3.34;3.49;2.25;5.1;2.77;2.6;6.26;4.6;7.36;10.89;4.49;5.8;2.92;4.5;2.43;7.99;7.76;6.2;4.64;6.71;9.57;11.64;9.78;6.24;8.47;2.43;4.04;10.88;8.59;8;3.92;4.12;3.96;4.02;6.35;4.34;1.21;1.64;2.36;1.27;2.27;8.23;1.91
NO2;uur;�g/m�;20210807 11:00;20210807 12:00;2.12;2.9;2.05;5.41;2.45;1.87;4.52;5.6;7.98;8.01;3.51;4.01;2.85;4.41;1.44;6.48;8.33;3.78;3.47;5.52;7.74;8.82;8.05;6.69;8.21;2.08;3.49;11.7;10.2;10.43;4.23;4.04;4.9;3.13;5.86;4.18;1.77;1.92;1.94;0.93;1.76;8;1.3
NO2;uur;�g/m�;20210807 12:00;20210807 13:00;2.76;1.69;2.72;6.77;2.18;1.53;3.37;5.67;8.24;12.23;3.02;3.03;2.39;3.5;1.82;3.68;6.59;3.02;3.09;5.19;8.05;5.97;7.71;4.34;8.82;1.86;3.83;11.53;8.26;13.32;3.88;3.29;2.51;2.37;4.86;3.15;1.44;2.29;0.98;1.31;1.19;8.47;1.11
NO2;uur;�g/m�;20210807 13:00;20210807 14:00;3.03;1.85;2.47;6.84;2.23;1.78;4.1;3.89;8.25;9.77;3.6;3.4;2.45;3.39;1.94;4.58;7.06;2.92;2.87;4.39;7.77;5.94;6.92;2.75;9.7;2.12;3.29;11.31;8.2;12.88;2.89;2.71;2.81;1.77;5.35;3.14;1.71;2.79;1.47;1.53;1.34;16.09;1.27
NO2;uur;�g/m�;20210807 14:00;20210807 15:00;1.89;2.25;1.99;5.38;2.15;1.52;4.37;4.03;8.24;9.95;3.13;2.9;2.03;3.57;3.28;4.73;7.74;2.77;3.16;4.04;8.64;5.79;7.03;3.99;9.18;2.07;2.86;11.78;9.58;13.31;3.22;2.91;2.43;1.71;5.75;3.41;1.57;1.92;1.64;2.02;1.6;15.77;1.64
NO2;uur;�g/m�;20210807 15:00;20210807 16:00;1.97;2.77;2.6;6.09;2.76;3.3;5.76;5.57;6.52;11.17;3.85;2.43;2.24;3.82;2.8;8.12;11.95;4.39;4.45;4.62;12.06;8.07;10.08;4.45;10.08;1.89;3.01;14.76;11.3;14.73;3.99;4.19;3.47;2.35;5.84;3.52;1.59;2.21;1.77;1.52;2.18;13.19;3.37
NO2;uur;�g/m�;20210807 16:00;20210807 17:00;2.31;3.49;2.1;4.94;2.91;2.12;10.81;9.63;11.73;12.36;6.33;5.62;3.28;3.51;3.17;14.66;13.61;3.67;6.25;5.49;18.46;16.04;18.45;2.97;14.96;1.6;4.53;16.66;15.08;24.03;6.58;4.92;3.22;2.64;6.93;5.1;1.55;2.01;2;1.52;2.06;16.69;2.64
NO2;uur;�g/m�;20210807 17:00;20210807 18:00;1.99;3.93;1.65;3.95;2.29;3.41;11.94;13.11;8.73;9.4;4.36;7.91;3.62;4.55;3.06;16.71;14.97;4.64;6.13;7.08;19.38;16.68;17.67;3.56;15.25;3.01;4.36;16.78;18.55;13.31;8.27;5.95;5.05;3.41;6.18;4.59;2.22;3.81;3.13;1.81;2.27;14.92;2.44
NO2;uur;�g/m�;20210807 18:00;20210807 19:00;2.5;4.47;2.63;4.77;2.52;4.48;13.14;9.09;8.69;14.69;8.07;9.18;3.93;5.97;2.83;19.86;12.01;4.99;6.09;7.07;19.81;17.89;14.24;8.76;9.27;2.4;5.36;16.7;13.18;15.23;7.14;5.23;7.03;3.63;7.03;7.24;2.54;2.66;2.98;2.16;2.18;20.07;2.51
NO2;uur;�g/m�;20210807 19:00;20210807 20:00;3.59;4.52;3.66;7.94;4.39;2.77;11.55;4.16;5.82;16.67;10.86;13.33;2.25;3.82;2.24;24.87;12.37;7.76;10.82;11.47;26.46;16.52;14.4;12.72;13.56;3.23;5.69;15.86;14.31;13.09;7.79;7.32;4.93;3.47;9.92;7.15;2.66;2.88;1.92;2.1;2.67;13.02;3.53
NO2;uur;�g/m�;20210807 20:00;20210807 21:00;3.68;4.29;3.69;5.08;4.52;3.24;10;4.96;8.38;14.02;9.73;10.95;3.82;2.7;1.78;26.29;17.91;9.27;12.58;11.84;27.61;18.35;20.41;15.67;16.9;3.77;8.02;16.24;19.01;32.01;9.3;11.26;6.31;4.36;8.24;6.11;3.17;3;1.93;2.59;2.19;14.61;3.53
NO2;uur;�g/m�;20210807 21:00;20210807 22:00;4.44;4.55;3.08;5.39;4.3;3.37;12.23;5.5;7.65;18.09;8.74;8.65;4.06;2.08;2.59;22.96;16.31;7.97;6.96;15.28;21.6;20.82;12.11;16.2;18;4.18;11.92;20.02;20.36;24.11;13.76;10.08;5.68;5.63;6.42;4.59;4.1;2.51;3.15;3.45;2.16;14.86;3.16
NO2;uur;�g/m�;20210807 22:00;20210807 23:00;4.73;3.99;3.02;3.24;3.39;4.03;8.8;5.34;8.05;9.24;7.7;8.14;4.43;3.33;2.46;14.04;8.94;4.85;6.52;12.48;15.38;13.95;10.52;13.88;14.32;5.69;8.17;12.39;10.36;15.91;6.99;8.22;4.83;6.27;5.87;4.32;4.48;3.52;4.04;3.48;2.17;12.76;3.77
NO2;uur;�g/m�;20210807 23:00;20210808 00:00;4.73;3.49;3.33;2.68;3.35;3.63;9.36;5.11;9.18;5.46;5.38;3.38;4.51;3.86;3.43;10.38;8.96;3.94;6.05;10.09;12.15;10.95;11.35;13.09;11.76;5.26;7.27;10.03;9.29;11.87;7;8.96;5.17;4.64;6.63;4.56;4.7;3.44;5.55;4.09;2.3;9.38;3.31
NO2;uur;�g/m�;20210808 00:00;20210808 01:00;3.52;3.14;2.5;2.54;2.24;2.69;11.55;4.28;4.99;5.98;;4.36;3.28;2.82;3.55;5.52;30.07;3.71;7.2;6.43;9.72;7.52;14.58;9.55;5.91;4.15;4.4;7.48;7.33;8.65;5.89;5.4;4.85;3.76;5.41;4;4.09;4.42;5.97;4.17;2.89;7.55;4.16
NO2;uur;�g/m�;20210808 01:00;20210808 02:00;3.25;2.46;4.69;2.42;1.71;4.81;7;3.67;4.35;5.51;;5.52;2.63;5.95;3.02;4.6;18.54;4.11;4.59;5.11;5.83;7.1;7.59;6.95;5.75;3.66;5.99;7.48;6.38;7.53;5.44;4.46;3.58;3.36;4.37;3.13;3.56;3.44;4.35;4.21;3.21;6.31;4.18
NO2;uur;�g/m�;20210808 02:00;20210808 03:00;2.96;2.36;5.35;2.19;0.91;5.82;7.81;2.9;3.35;5.76;;6.25;2.14;5.89;2.44;4.59;8.68;5.23;4.38;4.52;6.72;9.41;27.02;6.32;4.94;4.11;5.58;6.71;4.54;7.42;5.12;3.46;3.24;3.76;3.84;2.64;2.98;3.44;4.24;3.88;3.57;5.27;4.2
NO2;uur;�g/m�;20210808 03:00;20210808 04:00;5.23;2.23;1.63;2.04;0.85;4.22;7.96;2.58;2.78;5.91;;4.45;1.57;6.98;2.58;3.61;13.51;4.41;5.04;3.77;4.38;8.19;16.17;7.36;3.46;4.05;6.13;5.64;5.02;6.08;4.68;4.26;3.44;4.75;3.81;2.57;2.91;3.29;4.53;2.9;3.71;6.6;3.73
NO2;uur;�g/m�;20210808 04:00;20210808 05:00;4.41;2.01;4.04;2.17;1.27;3.21;11.59;2.24;2.69;5.43;;3.39;1.66;4.28;2.3;4.22;17.52;3.23;4.61;3.55;4.23;10.81;18.77;5.42;3.11;3.49;4.56;6.03;5.11;5.41;5.12;4.59;3.32;5.05;3.41;2.51;3.4;3.36;4.96;2.48;3.3;6.09;3.55
NO2;uur;�g/m�;20210808 05:00;20210808 06:00;3.94;2.44;4.96;2.46;2.2;3.54;9;2.56;3.02;5.96;;4.73;2.07;5.28;1.9;3.14;15.15;3.55;4.58;3.84;3.91;9.55;18.96;2.97;3.5;4.24;6.13;5.28;4.72;6.66;4.36;4.02;3.88;5.24;3.61;2.32;3.59;2.92;4;2.51;3.34;5.26;3.31
NO2;uur;�g/m�;20210808 06:00;20210808 07:00;4.97;2.25;5.11;2.61;2.27;4.44;8.34;2.84;3.04;5.48;;3.1;1.83;2.41;2.41;4.79;13.37;2.96;6.27;3.82;6.17;10.42;15.24;2.5;3.47;4;6.19;6.15;6.55;6.35;4.9;4.45;3.66;5.31;4;2.56;3.07;3.43;2.78;2.69;3.38;5.76;3.32
NO2;uur;�g/m�;20210808 07:00;20210808 08:00;4.52;2.45;3.87;2.54;1.14;4.41;7.38;2.52;3.39;4.47;;3.32;2.08;2.65;2.45;7.56;10.64;2.3;4.09;3.56;8.93;9.27;9.02;2.25;3.17;3.34;5.92;6.09;6.86;6.01;4.86;3.83;3.37;4.47;4.17;2.71;2.77;3.28;2.54;3.07;3.12;6.02;2.81
NO2;uur;�g/m�;20210808 08:00;20210808 09:00;4.19;1.71;2.73;2.21;1.2;3.64;6.16;2.93;3.79;4.32;;3.4;1.86;2.51;1.42;5.79;9.39;3.3;5.14;5.28;6.36;5.38;7.23;17.04;4.48;3.28;3.67;6.26;5.97;5.43;4.41;3.28;3.9;3.28;3.99;2.52;3.2;3.08;2.33;2.58;2.11;7.52;2.88
NO2;uur;�g/m�;20210808 09:00;20210808 10:00;3.66;1.64;3.38;3.14;1.17;3.4;4.85;3.36;3.92;5.15;;2.4;2.31;1.64;1.34;6.29;8.8;2.61;3.96;5.21;6.95;5.59;8.88;4.97;6.74;2.14;2.84;6.69;5.88;4.82;3.91;2.97;3.18;2.63;4.13;2.15;2.59;3.02;3.42;2.42;1.64;10.24;3.49
NO2;uur;�g/m�;20210808 10:00;20210808 11:00;3.57;1.64;1.65;3.48;0.93;3.81;5.84;2.98;4.26;5.35;;2.75;2.3;1.3;1.2;4.71;7.17;2.19;4.37;4.75;7;4.82;9.16;3.93;7.1;2.07;2.89;6.45;6.23;6.7;3.77;2.35;2.93;2.14;2.95;2.28;1.89;2.41;2.68;2;1.9;8.67;3.61
NO2;uur;�g/m�;20210808 11:00;20210808 12:00;3.4;1.58;2.75;4.41;1.01;2.15;4.99;4.38;5.72;5.56;;2.1;1.93;0.87;1.13;4.34;6.51;2.3;4.57;3.34;7.53;3.32;5.62;3.96;5.94;1.82;2.19;7.25;5.72;6.56;3.7;3;2.55;2;4.34;2.27;1.52;2.51;3.41;1.4;1.89;7.83;3.2
NO2;uur;�g/m�;20210808 12:00;20210808 13:00;3.05;1.38;2.51;4.24;0.93;2.59;3.38;3.44;6.07;5.28;;1.61;1.88;1.55;1.35;3.61;7.45;1.8;3.87;3.32;8.17;4.11;6.33;2.16;7.17;1.77;2;7.87;7.01;7.57;3.61;2.61;6.79;1.89;3.83;2.71;1.49;1.62;2.71;1.26;2.71;9.26;2.14
NO2;uur;�g/m�;20210808 13:00;20210808 14:00;3.38;1.41;2.04;4.13;0.75;2.57;4.8;3.44;5.82;5.97;;2.81;1.8;0.74;0.95;3.88;7.25;1.52;3.61;2.4;8.48;5.55;9.82;2.25;6.97;2.03;1.97;9.99;7.92;6.34;4.04;2.25;2.99;1.35;5.01;3.06;1.34;1.54;2.2;1.12;2.43;10.31;2.11
NO2;uur;�g/m�;20210808 14:00;20210808 15:00;2.54;1.21;3.08;4.71;1.46;1.87;4.69;3.72;6.95;6.96;;2.95;1.72;1.12;1.06;3.57;8.18;1.46;5.67;1.91;7.73;5.66;7.41;2.49;5.53;1.59;2.31;8.49;8.83;7.71;3.89;2.54;3.22;1.34;4.89;2.61;1.28;1.66;1.97;1.13;2.08;8.96;2.32
NO2;uur;�g/m�;20210808 15:00;20210808 16:00;2.96;1.71;2.66;4.87;1.68;2.98;3.35;3.78;5.38;6.37;;2.32;2.13;1.23;0.83;3.19;14.92;2.14;4.41;2.39;9.44;4.66;10.98;2.5;4.47;1.34;2.58;8.48;7.87;8.45;4.46;3.63;2.75;1.62;6.58;2.5;1.04;1.22;2.06;1.09;1.85;9.15;2.35
NO2;uur;�g/m�;20210808 16:00;20210808 17:00;3.4;1.64;1.59;5.32;1.88;2.64;4.47;3.08;5.39;6.1;;1.64;2.11;1.32;1.93;5.38;13.16;2.12;5.44;3;12.87;5.06;14.83;4.65;5.29;2;3.14;8.41;8.89;10.54;4.09;2.55;4.29;2.09;3.58;1.94;1.32;1.23;1.7;1.09;1.89;8.27;2.44
NO2;uur;�g/m�;20210808 17:00;20210808 18:00;3.56;1.74;1.52;5.2;1.15;3.52;4.06;4.02;6.96;6.33;;1.84;2.64;1.96;3.23;6.14;7.65;1.64;3.63;3.36;11.17;5.91;9.09;4.77;5.45;1.69;3.82;9.35;9.14;12.33;4.73;3.06;3.78;2.46;4.93;2.73;1.9;1.85;1.37;1.24;2.09;12.52;1.92
NO2;uur;�g/m�;20210808 18:00;20210808 19:00;3.88;2.21;1.66;7.94;2.32;4.51;5.7;5.77;8.32;7.1;;2.72;3.83;1.55;1.79;10.74;13.66;2.49;5.35;5.13;11.13;7.19;10.06;5.57;5.34;2.35;4.89;7.81;7.86;12.78;4.65;2.17;4.85;2.4;6.29;4.99;1.71;1.76;1.95;1.39;1.97;11.29;2.76
NO2;uur;�g/m�;20210808 19:00;20210808 20:00;7.68;3.55;6.28;8.78;4.25;4.55;10.85;7.68;12.03;12.78;;3.17;5.35;1.5;1.6;8.7;18.05;3.08;7.43;4.05;14.47;9.13;11.67;9.3;6.17;2.78;3.88;10.04;9.57;13.9;5.41;4.89;3.94;2.48;6.48;5.06;2.21;1.93;3.61;1.69;2.35;10.01;2.99
NO2;uur;�g/m�;20210808 20:00;20210808 21:00;9.23;5.71;4.02;10.02;6.18;5.3;13.81;7.7;10.28;10.96;;5.17;5.58;2.03;1.92;7.36;18.33;3.47;5.44;3.56;13.51;7.86;17.01;9.74;4.55;3.15;4.26;13.86;13.82;16.21;8.3;7.06;5.18;3.18;9.25;5.96;2.86;2.73;3.9;2.28;2.83;7.42;3.08
NO2;uur;�g/m�;20210808 21:00;20210808 22:00;6.15;5.28;6.02;7.57;5.7;4.78;9.36;7.54;10.28;10.24;;4.21;4.92;1.05;1.33;7.44;16.13;2.6;8.43;4.01;12.59;7.6;13.73;5.56;5.39;4.66;4.67;13.39;15.21;11.94;10.05;6.75;4.28;4.99;9.61;9.05;2.85;3.13;4.89;1.98;2.77;5.68;2.68
NO2;uur;�g/m�;20210808 22:00;20210808 23:00;6.9;3.39;3.31;4;3.04;4.99;5.51;6.75;10.08;9.54;;3.52;4.48;1.62;1.57;7.26;13.44;2.25;5.14;3.41;12.19;7.69;9;7.54;3.46;6.19;4.39;10.97;11.85;9.25;8.77;6.32;4.6;5.47;7.56;6.19;2.86;3.85;5.34;2.48;2.79;6.01;3.13
NO2;uur;�g/m�;20210808 23:00;20210809 00:00;4.63;3.85;2.14;3.7;2.52;5.62;10;7.15;8.56;9.36;;3.03;4.65;4.23;1.6;9.46;10.26;2.16;3.95;3.43;10.07;6.54;11.74;2.22;3.03;6.53;4.49;7.05;9.57;6.9;6.85;3.54;4.45;5.38;7.13;6.55;3.38;4.96;4.39;2.81;3.51;5.13;3.33
NO2;uur;�g/m�;20210809 00:00;20210809 01:00;3.29;4.87;1.77;1.87;3.83;4.6;13.94;6.24;8.34;10.67;;3.16;4.68;3.26;2.2;7.11;14.82;2.27;3.99;6.3;;6.27;10.84;2.93;5.66;5.63;4.42;4.58;4.85;6.02;3.94;4.43;6.23;5.05;6.11;5.09;4.99;4.62;0.52;3.88;2.99;4.8;
NO2;uur;�g/m�;20210809 01:00;20210809 02:00;5.16;5.24;2.4;1.84;5.04;4.91;17.85;6.5;7.66;10.69;;5.81;4.6;3.37;3.09;8.81;17.12;2.43;6.52;5.34;9.7;5.36;11.45;4.68;4.41;4.92;3.38;4.29;4.59;5.69;4.45;3.53;5.54;5.42;6.12;5.46;5.06;4.21;2;3.92;1.22;4.77;4.55
NO2;uur;�g/m�;20210809 02:00;20210809 03:00;7.35;5.54;3.4;2.08;4.37;4.42;18.98;6.45;7.07;9.56;;7.17;5.13;4.65;3.08;8.7;18.73;3.03;10.53;5.18;12.02;6.51;11.84;4.14;4.8;4.79;3.89;6.06;7.16;6.53;6.65;6.38;6.04;6.11;6.74;5.71;5.06;4.01;4.15;4.15;0.72;4.26;3.57
NO2;uur;�g/m�;20210809 03:00;20210809 04:00;6.63;5.43;2.42;2.54;3.13;4.38;17.49;7.11;8.37;12.26;;5.84;6.5;6.02;4.23;8.77;18.38;5.54;13.13;6.47;11.23;6.22;13.29;4.2;5.93;5.66;3.92;9.22;11.23;8.08;9.14;10.73;5.92;6.48;6.49;5.7;5.21;4.6;4.49;4.67;1.23;5.21;3.94
NO2;uur;�g/m�;20210809 04:00;20210809 05:00;4.64;7.26;2.16;4.68;3.83;4.58;14.27;8.1;11.68;14.84;;9.07;8.67;5.8;4.59;10.21;26.11;4.42;11.85;9.16;13.37;9.31;16.91;8.93;8.04;7.67;5.08;8.81;10.53;14.85;8.72;9.62;6.21;6.67;6.59;6.03;5.42;4.8;2.82;4.53;2.26;6.78;4
NO2;uur;�g/m�;20210809 05:00;20210809 06:00;4.12;10.18;2.72;8.61;5.29;7;19.97;9.12;14.05;21.26;;6.65;7.61;8.39;4.7;15.29;22.25;7.88;14.4;11.91;19.91;12.37;18.29;11.09;12;9.15;6.91;13.42;19.1;22.79;11.33;11.27;6.54;7.73;8.76;7.33;6.05;6.46;4.56;4.77;2.9;10.68;5.12
NO2;uur;�g/m�;20210809 06:00;20210809 07:00;6.32;10.22;6.85;9.91;5.6;9.4;22.49;10.94;19.98;31.99;;15.79;10.01;9.41;5.63;11.22;19.87;6.59;17.28;14.99;17.51;10.4;17.81;18.98;15.75;11.57;7.54;24.24;23.12;28.84;16.19;11.94;6.93;8.83;10.16;8.45;5.74;7.64;5.67;5.21;3.4;15.68;6.93
NO2;uur;�g/m�;20210809 07:00;20210809 08:00;8.16;9;3.94;8.76;6.82;5.71;25.07;11.18;18.28;21.29;;14.89;8.72;8.66;8.03;14.22;15.34;9.07;14.28;11.81;18.04;12.34;15.63;13.03;18;12.91;7.94;21.95;20.3;20.17;14.39;10.48;6.89;7.66;11.6;9.29;6.23;7.23;6.19;5.08;3.68;17.2;6.79
NO2;uur;�g/m�;20210809 08:00;20210809 09:00;4.98;7.89;4.08;7.45;4.59;4.83;19.16;8.28;15.19;18.4;;15.79;6.19;11.31;6.36;12.85;14.18;8.44;14.09;11.24;15.99;13.68;20.5;;14.76;7.66;8.21;17.24;16.14;17.85;11.21;10.26;7.49;5.74;8.87;7.59;5.43;6.59;6.66;4.35;4.45;16.11;5.95
NO2;uur;�g/m�;20210809 09:00;20210809 10:00;5.45;6.08;3.18;6.34;4;4.24;13.32;7.25;13.43;16.74;;14.6;5.69;6.35;4.73;12.57;11.98;6.67;13.62;9.92;15.37;15.28;17.49;;14.61;6.41;8.35;16.73;17.4;19.69;10.85;9.57;6.06;4.59;7.83;6.45;4.6;4.28;5.59;4.22;4.82;15.53;
NO2;uur;�g/m�;20210809 10:00;20210809 11:00;4.89;3.92;3.81;5.83;4.19;3.66;11.08;7.39;9.83;18.2;;9.81;4.34;6.01;4.81;13.47;12.43;5.7;9.89;11.63;16.31;14.47;15.32;8.17;14.07;5.77;12.18;15.34;14.71;18.7;8.91;7;4.77;3.53;7.15;5.15;3.74;3.26;4.79;3.01;4.21;12.94;4.66
NO2;uur;�g/m�;20210809 11:00;20210809 12:00;3.42;3;3.19;4.78;2.7;3.7;7.01;7.28;9.92;12.49;;5.24;3.51;3.66;3.11;8.48;10.05;4.51;9.38;9.01;11.42;8.25;12.27;8.19;12.94;4.83;6.9;13.99;11.84;15.78;8.13;6.97;4.76;2.89;5.72;4.2;3.18;3.69;2.64;2.22;2.93;11.81;3.76
NO2;uur;�g/m�;20210809 12:00;20210809 13:00;3.93;3.03;3.13;5.91;3.12;4.52;4.97;6.59;9.37;12.01;;3.67;3.28;2.58;2.64;6.18;11.36;3.73;7.65;7.32;10.67;6.48;8.85;8.54;12.33;4.75;4.53;14.54;15.22;16.64;7.69;5.67;4.16;2.86;6.32;5.11;3.1;2.44;4.56;2.57;1.33;15.46;3.67
NO2;uur;�g/m�;20210809 13:00;20210809 14:00;2.74;2.05;3.83;6.19;3.19;3.8;4.95;6.08;9.71;12.98;;3;2.78;1.56;1.78;6.35;16.15;2.68;5.89;4.56;13.42;5.09;15.86;6.71;13.1;5.13;4.16;10.82;10.55;12.26;5.43;4.58;3.49;2.79;7.86;4.61;3.59;2.85;5.12;2.84;1.63;14.76;3.61
NO2;uur;�g/m�;20210809 14:00;20210809 15:00;3.02;2.22;2.77;6.04;2.8;5.23;6.22;6.32;11.91;11.16;;3.7;4.44;1.79;1.98;4.42;17.37;2.36;6.22;3.57;12.19;6.83;13.7;7.45;11.7;3.49;4.63;11.7;12.1;14.27;5.95;4.43;3.26;2.51;7;4.94;2.83;2.59;4.35;;2.3;17.92;3.96
NO2;uur;�g/m�;20210809 15:00;20210809 16:00;4.44;3.19;2.43;6.47;3.1;5.33;6.73;11.51;16.26;12.49;;2.61;7.34;1.55;1.54;5.07;14.28;2.59;6.83;2.86;12.84;5.4;13.74;7.11;9.79;3.44;5.38;16.35;15.48;13.3;6.3;5.19;3.7;3.29;7.17;4.35;2.91;2.38;5.59;;2.19;11.63;3.47
NO2;uur;�g/m�;20210809 16:00;20210809 17:00;5.27;3.07;2.61;9.42;3.75;3.75;6.49;8.03;12.17;18.16;;3.02;4;2.01;1.3;5.5;7.8;1.79;5.76;3.84;13.41;6.96;12.03;12.46;7.81;4.82;3.12;18.29;17.23;11.09;8.8;5.46;4.12;2.47;6.38;3.84;3.63;3.06;2.63;;2.48;24.64;6.89
NO2;uur;�g/m�;20210809 17:00;20210809 18:00;3.16;2.94;5.17;20.23;5.34;4.39;2.69;6.16;9.87;17.44;;2.41;3.66;2.09;1.61;6.64;8.81;2.15;5.1;3.31;12.67;8.09;16.64;13.92;7.03;4.63;2.38;18.94;15.6;8.58;8.1;4.97;3.65;3.08;6.08;5.07;4.09;3.43;2.54;;3.23;22.22;8.35
NO2;uur;�g/m�;20210809 18:00;20210809 19:00;5.58;3.63;10.27;15.91;8.63;3.48;3.3;8.44;12.24;11.31;;2.19;4.85;3.17;1.69;7.19;9.57;2.79;7.88;4.47;12.13;9.06;18.15;19.03;5.64;5.6;3.64;18.25;16.93;10.03;8.16;6.75;4.71;3.41;23.07;9.6;2.65;4.03;2.71;;3.49;15.11;6.95
NO2;uur;�g/m�;20210809 19:00;20210809 20:00;6.44;5.88;5.97;18.24;8;4.64;5.56;11.46;13.45;11.2;;5.27;5.31;3.17;2.64;9.11;12.12;3.47;10.76;4.37;17.02;11.76;23.07;21.57;7.59;7.06;4.78;20.55;22.87;11.48;10.66;6.89;6.53;5.95;14.93;10.76;4.08;4.68;1.29;;3.34;12.72;5.52
NO2;uur;�g/m�;20210809 20:00;20210809 21:00;7.78;8.01;7.88;17.8;13.92;9.42;8.08;9.62;10.93;10.29;;5.78;6.19;5.51;2.92;11.16;15.62;3.54;8.83;4.59;16.95;10.77;22.03;9.43;8.28;6.83;6.33;20.08;31.72;14.33;11.46;7.81;6.58;7.69;11.55;9.43;4.97;7.12;3.31;;3.38;13.15;6.97
NO2;uur;�g/m�;20210809 21:00;20210809 22:00;6.76;8.56;8.02;18;11.48;5.38;7.01;7.85;11.36;30.13;;6.12;5.86;5.55;2.79;13.51;36.67;4.66;10.33;6.47;16.04;12.93;23.29;7.21;9.61;8.47;9.42;19.93;20.94;24.9;9.96;12.92;6.94;8.19;11.21;10.2;4.92;5.03;2.97;;2.69;12.12;5.94
